Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,,QuestionType
Part-III-Unit-12-Chapter2,Geomatics Engineering,Compass and Plane Table Surveying,Previous Years Questions,7,"In a survey work, three independent angles X, Y and Z were observed with weights W~X*, W~Y*, W~Z* respectively. The weight of the sum of angles X, Y and Z is given by [GATE, 2015]",A,B,C,D,ROW-4182,A,,MCQ
Part-III-Unit-12-Chapter2,Geomatics Engineering,Compass and Plane Table Surveying,Previous Years Questions,8,"The reduced bearing of a 10 m long line is N30^0&E. The departure of the line is [GATE, 2016]",10.00 m,8.66 m,7.52 m,5.00 m,,D,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,1,"In the figure shown, the lengths PQ (WCB 30^0&) and QR (WCB 45^0&) respectively upto three places of decimal are","273.505, 938.186","273.205, 551.815","551.815, 551.815","551.815, 938.186",ROW-4184,A,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,2,Two points P and Q located on a map have the following co-ordinates:,53.85 m,34.89 m,34.98 m,12.89 m,ROW-4185,A,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,3,Consider the following assumptions of Bowditch method:,I and IV,"I, II and III","II, III and IV",III and IV,ROW-4186,D,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,4,"Consider the following steps:
I. Calculation of ΣL and ΣD.
II. Correction of latitudes and departures.
III. Calculation of bearings.
IV. Calculation of interior angles.
V. Calculation of independent angles.
The correct sequence of these steps in Gale’s traverse table calculations is","III, IV, V, II, I","IV, III, I, II, V","II, I, III, IV, V","IV, III, V, II, I",,B,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,5,The length of a line measured with a 30 m chain was found to be 734.6 m. It was afterwards found that the chain was 0.05 m too long. The true length of the line was,630.82 m,680.82 m,735.82 m,780.92 m,,C,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,6,"In a transit theodolite, any incidental error due to eccentricity of verniers is primarily counteracted by",reading both the verniers,reading different parts of main scale,reading right and left faces.,taking both right swing readings,,A,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,7,"For minor adjustment of horizontal angles measured using a theodolite, the tangential screw is adjusted after",both the plates are unclamped,the lower plate in clamped and the upper plate is unclamped,the upper plate is clamped and the lower plate is unclamped,both the plates are clamped,,D,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,8,Theodilite is a measuring device which is included under category of,first order measurements,second order measurements,third order measurements,fourth order measurements,,B,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,9,"The long and short sides of a rectangle measure 9.32 m and 4.82 m, with errors ±5 mm. Express the area of correct number of significant figures",44.98 m^2&,44.96 m^2&,44.92 m^2&,44.85 m^2&,,C,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,10,Two distances of 30 and 100 metres were accurately measured out and the intercepts on the staff between the outer stadia webs were 0.176 m at the former distance and 0.892 m at the latter. The tacheometric constant K is,100,97.7,95,96.2,,B,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,11,"A flag staff of 2 m height was erected on topic of hill (Q) and the observations were made from two stations P and R, 50 metres apart. The horizontal angle measured at P between R and top of flag staff was 50^0&30′ and that measured at R between the top of the flag-staff P was 50^0&18′. Angle of elevation to top of staff was measured to be 10^0&12′ at P. The angle of elevation to top of flag staff and was measured to be 10^0&48′ at R. Staff readings on BM when the instrument was at P = 1.826 m and that with the instrument at R = 2.285 m. The elevation of the top of hill Q if the BM was 485.065 m is",485.36 m,488.32 m,494.22 mm,498.32 m,,C,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,12,The distance between two points A and B by tachometer fitted with anallactic lens which made a vertical angle of +10^0&46′ and staff intercept of 1.763 m. Later on the constants of instrument were changed to 100 and 0.5. The percentage error is computed horizontal distance is,0.29%,0.32%,0.26%,0.21%,,A,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,13,"In a quadrilateral ABCD, the coordinates of points are as follows:",4.68 hectares,7.06 hectares,9.12 hectares,12.51 hectares,ROW-4196,B,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,14,"To continue a survey line AB past an obstacle, a 400 m long line BC was set out perpendicular to AB and from C angles BCD and BCE were set out 60^0& and 45^0& respectively. Determine the lengths which must be chained off along CD and CE in order that ED may be in line with AB produced.","747 m, 620.4 m","827 m, 580.3 m","800 m, 565.6 m","852 m, 648.3 m",,C,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,15,"In a closed traverse with five sides, the error found from the force bearing and back bearing of the last line is +2^0&, the correction to the third line will be",0^0&24',0^0&48',1^0&12',1^0&36',,C,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,16,"In a closed loop traverse of 1 km total length, the closing errors in departure and latitude are 0.3 m and 0.4 m. The relative precision of this traverse will be",1 : 5000,1 : 4000,1 : 3000,1 : 2000,,D,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,17,"Assertion (A) : Triangulation networks are to be formed by well conditioned triangle.
Reason (R) : Triangulation signals should be conspicuous and centered accurately over the station.",Both A and R are individually true and R is the correct explanation of A.,Both A and R are individually true but R is not the correct explanation of A.,A is true but R is false,A is false but R is true,,D,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,18,The bearings and length of sides of a traverse are given below:,50 m and 270,86.6 m and 270,50 m and 90,50 m and 90,ROW-4201,B,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Exercises,19,The latitude and departure of a line AB are +79 m and – 43.1 m respectively. The whole circle bearing of line AB is ______.,29^0&,151^0&,209^0&,331^0&,,D,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Previous Years Questions,1,The following table gives data of consecutive coordinates in respective of a closed theodolite traverse PQRSP:,2.0 m and 45^0&,2.0 m and 315^0&,2.82 m and 315^0&,3.42 m and 45^0&,ROW-4203,C,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Previous Years Questions,2,The lengths and bearings of a closed traverse PQRSP are given below.,270 m and 270^0&,707 m and 270^0&,707 m and 180^0&,907 m and 270^0&,ROW-4204,B,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Previous Years Questions,3,"The observations from a closed loop traverse around an obstacle are: [GATE, 2011]",396.86 m,396.79 m,396.05 m,396.94 m,ROW-4205,B,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Previous Years Questions,4,"The latitude and departure of a line AB are +78 m and –45.1 m, respectively. The whole circle bearing of the line AB is [GATE, 2013]",30^0&,150^0&,120^0&,330^0&,,D,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Previous Years Questions,5,"List I lists tool/instrument while List II lists the method of surveying. Match the tool/instrument with the corresponding method of surveying. [GATE, 2014]",A,B,C,D,ROW-4207,D,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Previous Years Questions,6,"In a closed loop traverse of 1 km total length, the closing errors in departure and latitude are 0.3 m and 0.4 m, respectively. The relative precision of this traverse will be [GATE, 2015]",1 : 5000,1 : 4000,1 : 3000,1 : 2000,,D,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Previous Years Questions,7,"The bearing of two inaccessible stations, S~1* (Easting 500 m, Northing 500 m) and S~2* (Easting 600 m, Northing 450 m) from a station S~3* were observed as 225^0& and 153^0&26′ respectively. The independent Easting (in m) of station S~3* is [GATE, 2015]",450,570.71,550,65,,C,,MCQ
Part-III-Unit-12-Chapter3,Geomatics Engineering,"Theodolite, Traverse Survey and Omitted Measurements",Previous Years Questions,8,"The vertical angles subtended by the top of a tower T at two instrument stations set up at P and Q, are shown in the figure. The two stations are in line with the tower and spaced at a distance of 60 m. Readings taken from these two stations on a leveling staff placed at the benchmark (BM = 450.000 m) are also shown in the figure. The reduced level of the top of the tower T (expressed in m) is _________. [GATE, 2016]",,,,,ROW-4210,476.7,,FIB
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,1,"While levelling in an undulating terrain, it is preferable to set up the instrument on",the top of summit,the bottom of a valley,one side of the slope,a flat location,,D,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,2,The rise and fall method provides an arithmetic check on,back sights and fore sights,intermediate sights,back sights and intermediate sights,"back sights, intermediate sights and fore sights",,D,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,3,The combined correction due to curvature and refraction (in m) for distance of 1 km on the surface of earth is ______.,0.0673,0.673,7.63,0.763,,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,4,"The staff reading at a distance of 80 m from a level with the bubble at its centre is 1.52 m and when the bubble is moved 5 divisions out of the centre, the reading is 1.6 m the angular value of 1 division of bubble is",20.62 second,41.25 second,14.53 second,25.05 second,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,5,"During a levelling work along a falling gradient using a Dumpy level and a staff of 3 m length, following successive readings were taken: 1.785, 2.935, 0.360,1.320. What will be the correct order of booking these four reading in a level book? (BS: Back Sight, IS : Intermediate Sight, FS: Fore Sight)","BS, FS, BS, FS","BS, IS, FS, FS","BS, IS, IS, FS","BS, IS, BS, FS",,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,6,"Consider the following statements:
Assertion (A) : Curvature correction must be applied when the sights are long.
Reason (R) : Line of collimation is not a level line but is tangential to the level line. Of these statements:",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,7,"To find the RL of a roof slab of building, staff readings were taken from a particular set-up of the levelling instrument. The readings were 1.050 m with staff on the
bench mark and 2.300 m with staff below the roof slab and held inverted. Taking the RL of the bench mark as 135.15 m, the RL of the roof slab will be",129.8,131.9,134.4,138.5,,D,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,8,"Two points A and B are 1530 m apart across a river. The reciprocal levels measured are:

The true difference in level between A and B would be",1.255 m,1.355 m,1.545 m,1.645 m,ROW-4218,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,9,A lighthouse is visible just above the horizon at a certain station at the sea level. The distance between the station and the lighthouse is 40 km. The height of the light house is approximately.,187 m,137.7 m,107.7 m,87.3 m,,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,10,"Tilt in tachometric survey increase the intercept, if it is",away from the telescope pointing up the hill.,towards the telescope pointing up the hill.,away from the telescope down the hill.,None of these,,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,11,Anallaytic lens provided in a tachometer is a,concave lens.,convex lens.,plano-convex lens.,plane lens,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,12,"In an external focusing tacheometer, the fixed interval between stadia hairs is 5 mm, the focal length of the objective is 25 cm, and the distance of the vertical axis of the instrument from the optical centre of the objective is 15 cm. Which one of the following is the set of constants of the tacheometer?","30, 0.15","30, 0.40","50, 0.25","50, 0.40",,D,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,13,"Following observations were taken with a transit fitted with stadia wires. The line of sight was horizontal and the staff was held vertical.
The tacheometric constants K and C are 100 and 0.4 m respectively. The horizontal distance between staff and instrument is",90.8,100.8,110.8,120.8,ROW-4223,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,14,"For better accuracy in measuring and plotting the sides of a triangle by triangulation, the angles of the triangle",should not be more than 30^0&,should not be less than 30^0& or more than 120^0&,are not restricted in magnitude,should not be less than 120^0&.,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,15,"Consider the following figure, which is an extract from a contour map (Scale–1: 20,000) of an area, an alignment of a road at ruling gradient of 4% is to be fixed from the point O and beyond. What should be the radius of the arc with O as the centre to get the point of alignment of the next contour on the map?",0.025 cm,0.25 cm,2.5 cm,5.0 cm,ROW-4225,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,16,"Consider the following statements about the characteristics of contours:
I. Closed contour lines with higher values inside show a take.
II. Contour is an imaginary line joining points of equal elevations.
III. Closely spaced contours indicate steep slope.
IV. Contour lines can cross each other in case an overhanging cliff.
Which of the IES statements are correct?","II, III and IV",I and II only,I and IV,"I, II and III",,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,17,A contour may be defined as an imaginary line passing through,points on the longitudinal section,points of equal elevation,point of equal local ground slope,points of transverse section surveys,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,18,A closed contour line with two or more higher contours inside it will represent a,depression.,hill.,cave.,well.,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,19,Following offsets were taken from a survey line to a hedge:,185.5 m^2&,187.5 m^2&,189.5 m^2&,289.5 m^2&,ROW-4229,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,20,A closed contour line with one or more higher contour lines inside represents,cliff,hill,valley,cave,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,21,The combined correction of curvature and refraction for distance of 1.29 km is,0.234 m,0.121 m,0.112 m,0.187 m,,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,22,"The constant for an instrument is 750, the value of C = 0.3 m and intercept S = 2 m. The distance from instrument to the staff when the micrometer readings are 4.326 and 4.283 and the line of sight is at +8^0& 361 when the staff was held vertical, is",172.4 m,173.2 m,174.8 m,170.8 m,,D,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,23,"The volume of 130 m long road of formation width 10 m, side slopes 1 : 1, average depth of cutting along centre of line is 5 m and slopes of ground in crosssection is 10 to 1 is",9880 m^3&,9723 m^3&,9624 m^3&,9892 m^3&,,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,24,Match the following:,A,B,C,D,ROW-4234,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,25,"Find the area between line AB and the stream taken at a regular interval of 30 m along line AB, using simpson’s rule.",7980 m^2&,6352 m^2&,5652 m^2&,4734 m^2&,ROW-4235,D,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,26,The correction for collimation is,0.021,0.048,0.023,0.032,ROW-4236,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,27,Correction for refraction is,1.33 m,1.34 m,1.38 m,1.29 m,ROW-4236,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,28,The following observations were taken during testing of a dumpy levels:,14^0&15.50',12^0&23.30',10^0&2.29',13^0&3.40',ROW-4238,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,29,The correct sequence of temporary adjustment is:,"Leveling, Setting, Centering.","Setting, Centering, Leveling","Setting, Leveling, Centering","Leveling, Centering, Setting.",,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,30,A leveling instrument is set up at a point and back sight is taken on a bench mark on top of roof is (−) 1.04 m. The benchmark of roof is 100 m. The staff reading on the level is 2.4 m. The RL of sill is,98.62 m,96.54 m,103.46 m,104.63 m,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,31,It is required to set up points on a sloping ground of l in 50 m at every 20 m contour interval. If the staff reading over first point is 0.55 m. The staff reading over next point A is,0.95 m,0.15 m,1.05 m,0.25 m,,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,32,Simpson’s rule can be used for computations of area when the number of offsets is,even,odd,any number,3,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,33,"RL of a floor level is 200.490 m. Staff reading on the floor is 1.695 m, reading on the staff held upside down against the bottom of roof is 3.305 m. Height of ceiling is",3.5 m,4.0 m,5 m,6 m,,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,34,"The following readings were taken with a dumpy level and a 4 m leveling staff on a continuously sloping ground at 30 m interval : 0.680 m, 1.455 m, 1.855 m, 2.330 m, 2.885 m, 3.380 m, 1.055 m. The RL of the further point was calculated to be 79.1 m. The RL of point that was read 0.680 m is",80.750 m,79.780 m,78.420 m,77.740 m,,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,35,An object on the top of hill 100 m high is just visible above the horizon from a station at sea level. The distance between the station and the object is,38.53 km,3.853 km,3853 km,385.3 km,,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,36,The sensitiveness of a bubble tube in a level would decrease if,the radius of curvature of internal surface of tube is increased.,the diagram of the tube is increased,the length of vapour bubble is increased.,the viscosity of liquid is increased.,,D,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,37,Match the following ,A,B,C,D,ROW-4247,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,38,Two objects P and Q are on opposite banks of a river. The following observations were taken in reciprocal leveling:,199.3,201.7,200,198.2,ROW-4249,D,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,39,"How high should a helicopter pilot rise at a point A just to see the horizon at point B, if the distance AB is 40 km?",101.75 m,110.50 m,107.75 m,105.50 m,,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,40,"The leveling staff head at a distance of 200 m is read at 4.54 m with the bubble out of centre by 2 divisions towards the observer. If the sensitiveness of the bubble is 25 s/division, and 1 division = 2 mm, the staff reading must have been",4.5 m,4.492 m,4.54 m,4.62 m,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,41,The given contour diagram represents,a valley,a hill,ridge line,valley line.,ROW-4251,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,42,"Points C and D are 1530 m apart across a wide river. 
The following are the reciprocal levels taken with one level:",1.645 m,1.545 m,1.745 m,1.345 m,ROW-4252,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,43,"In a levelling work, sum of back sight (BS) and fore sight (FS) have been found 3.092 m and 5.294 m respectively. If the reduced level (RL) of the starting station is 100.00 m, the RL of the last station is ______.",102.2 m,97.8 m,96.9 m,94.8 m,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Exercises,44,The combined correction due to curvature and refraction (in m) for a distance of 1.5 km on the surface of earth is ______.,0.0151,0.0673,0.1514,0.6731,,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,1,"A bench mark (BM) with reduced level (RL) 155.305 m has been established at the floor of a room. It is required to find out the RL of the underside of the roof (R) of the room using spirit levelling. The back sight (BS) to the BM has been observed as 1.500 m whereas the fore sight (FS) to R has been observed as 0.575 m (staff held inverted). The RL (m) of R will be [GATE, 2007]",155.88,156.32,157.38,157.86,,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,2,The following information were observed during testing a leveling instrument.,99.000 m,100.000 m,101.000 m,102.000 m,ROW-4256,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,3,"The focal length of the object glass of a tachometer is 200 mm, the distance between the vertical axis of the tachometer and the optical centre of the glass is 100 mm and the spacing between the upper and lower line of the diaphragm axis is 1 m, 2 m, and 3 m. With the line collimation perfectly horizontal. The horizontal distance (m) between the staff and instrument station is [GATE, 2008]",100.3,103,150,153,,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,4,"A bench mark was established at the soffit of an ornamental arch at the known elevation of 100 m, above MSL (mean sea level). The back sight used to establish height of instrument is an inverted staff reading of 2.105 m. A fore sight reading with normally held staff of 1.105 m is taken on a recently constructed plinth. The elevation of the plinth is [GATE, 2010]",103.210 m,101.00 m,99.00 m,96.79 m,,D,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,5,"Curvature correction to a staff reading in a differential levelling survey is [GATE, 2011]",always subtractive,always zero,always additive,dependent on latitude,,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,6,"The horizontal distance between two stations P and Q is 100 m. The vertical angles from P and Q to the top of a vertical tower at T are 3^0& and 5^0& above horizontal, respectively. The vertical angles from P and Q to the base of the tower are 0.1^0& and 0.5^0& below horizontal, respectively. Stations P, Q and the tower are in the same vertical plane with P and Q being on the same side of T. Neglecting earth’s curvature and atmospheric refraction, the height (in m) of the tower is [GATE, 2012]",6.972,12.387,12.54,128.745,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,7,"A theodolite is set up at station A and a 3 m long staff is held vertically at station B. The depression angle reading at 2.5 m marking on the staff is 6^0&10′, the horizontal distance between A and B is 2200 m. Height of instrument at station A is 1.1 m and RL of A is 880.88 m, Apply the curvature and refraction correction, and determine the RL of the B (in m) _______. [GATE, 2013]",,,,,,642.2,,FIB
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,8,A leveling is carried out to establish the reduced levels (RL) of point R with respect to the bench mark (BM) at P. The staff reading taken are given below,103.355,103.155,101.455,100.355,ROW-4262,C,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,9,"The reduced levels (RLs) of the points P and Q are +49.600 m and +51.870 m respectively. Distance PQ is 20 m. The distance (in m from P) at which the + 51.00 m contour cuts the line PQ is [GATE, 2014]",15,12.33,3.52,2.27,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,10,"List I lists Tool/instrument while List II lists the Method of surveying. Match the tool/instrument with the corresponding method of surveying: [GATE, 2014]",P–3; Q–2; R–1 ; S–4,P–2; Q–4; R–3 ; S–1,P–1; Q–2; R–4 ; S–3,P–3; Q–1; R–2 ; S–4,ROW-4264,D,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,11,"A tachometer was placed at point P to estimate the horizontal distance PQ and PR. The corresponding stadia intercepts with the telescope kept horizontal, are 0.320 m and 0.210 m, respectively. The ∠QPR is measured to be 61^0&30′30″. If the stadia multiplication constant = 100 and stadia addition constant = 0.10 m, the horizontal distance (in m), between the points Q and R is _______. [GATE, 2014]",,,,,ROW-4265,28.8,,FIB
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,12,"Which of the following statements is FALSE? [GATE, 2015]",Plumb line is along the directions of gravity,Mean Sea Level (MSL) is used as a reference surface for establishing the horizontal control.,Mean Sea Level (MSL) is a simplification of the Geoid.,Geoid is an equi-potential surface of gravity,,B,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,13,"In a leveling work, sum of the Back Sight (BS) and Fore Sight (FS) have been found to be 3.085 m and 5.645 m respectively. If the Reduced Level (RL) of the starting station is 100.000 m, the RL (in m) of the last station is _________. [GATE, 2015]",,,,,,97.44,,FIB
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,14,"The combined correction due to curvature and refraction (in m) for a distance of 1 km on the surface of Earth is [GATE, 2015]",0.0673,0.673,7.63,0.763,,A,,MCQ
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,15,"Two Pegs A and B were fixed on opposite banks of a 50 m wide river. The level was set up at A and the staff readings on Pegs A and B were observed as 1.350 m and 1.550 m, respectively. Thereafter the instrument was shifted and set up at B. The staff readings on Pegs B and A were observed as 0.750 m and 0.550 m, respectively. If the RL of Peg A is 100.200 m, the RL (in m) of Peg B is ______. [GATE, 2015]",,,,,,100,,FIB
Part-III-Unit-12-Chapter4,Geomatics Engineering,Levelling and Contouring,Previous Years Questions,16,"The staff reading taken on a workshop floor using a level is 0.645 m. The inverted staff reading taken to the bottom of a beam is 2.960 m. The reduced level of the floor is 40.500 m. The reduced level (expressed in m) of the bottom of the beam is ______. [GATE, 2016]",44.105,43.46,42.815,41.145,,A,,MCQ
Part-III-Unit-12-Chapter5,Geomatics Engineering,Curves and Triangulation Survey,Exercises,1,Match List I with List II and select the correct answer using the codes given: (adopting standard notations),A,B,C,D,ROW-4271,D,,MCQ
Part-III-Unit-12-Chapter5,Geomatics Engineering,Curves and Triangulation Survey,Exercises,2,"A parabolic vertical curve is to be set out connecting two uniform grades of +0.6% and +1.0%. The rate of
changes of grade is to be 0.06% per 30 m. The length of the curve will be",A,B,C,D,ROW-4272,C,,MCQ
Part-III-Unit-12-Chapter5,Geomatics Engineering,Curves and Triangulation Survey,Exercises,3,"For a chord of 60 m, the mid-ordinate for a circular curve of 50 m radius will be",10 m,12.5 m,15 m,18.75 m,,A,,MCQ
Part-III-Unit-12-Chapter5,Geomatics Engineering,Curves and Triangulation Survey,Exercises,4,"If the radius of a simple curve is R, then the length of the chord for calculating the offsets by the ‘method of chords produced’ should not exceed",R/5,R/10,R/20,R/25,,C,,MCQ
