ChapterName,TestNumber,QuestionNumber,QuestionDescription,Option1,Option2,Option3,Option4,Image?
Magnetism and Our Universe,Assessment Test IV,2,Pick out the correct one that is similar to the planet Saturn?,Uranus,Jupitor,Neptune,All of the above,
Magnetism and Our Universe,Assessment Test IV,3,What does retentivity mean?,magnetism in the presence of applied magnetic firld.,retaining magnetism in the absence of applied magnetic field.,an ability of the medium to allow magnetic lines of force.,the force of attraction or repulsion between two magnetic poles.,
Magnetism and Our Universe,Assessment Test IV,4,"Match the statements of Column A with those of Column B.
Column A Column B
A. Jovian planets a. Soft iron
B. Espionage b. Steel
C. Permanant magnet c. Saturn
D. Electromagnet. d. Spying the movement of enemy troops.",A → c; B → b; C → d; D → a,A → c; B → d; C → b; D → a,A → c; B → b; C → a; D → d,A → d; B → c; C → a; D → b,
Magnetism and Our Universe,Assessment Test IV,5,"The strenght of a bar magnet is 10 A-m. If the distance from its center to either of the poles is 10cm. Arrange the following sentences in sequential order to find its magnetic moment in SI unit. 
P. Note down the value of lenght 'l' of the magnet from the problem and convert it into SI unit. 
Q. Substitute the values in the above formula to get the value of M.
R. Write the given values of pole strength 'm' of the magnet.
S. Write the formula, magnetic moment, (M) = m x 2l",PQRS,SPQR,RPSQ,PRSQ,
Magnetism and Our Universe,Assessment Test IV,6,"Arrange the following planets in the increasing order of their orbital speed around the Sun.
A. Earth
B. Venus
C. Mars
D. Jupiter",EDBA,ADCB,CBDA,DCAB,
Magnetism and Our Universe,Assessment Test IV,7,The average time gap between one full moon and the next full moon is __________ days,15,30,29.5,None of these,
Magnetism and Our Universe,Assessment Test IV,8,Which of the following material is /are strongly attracted by a magnet?,Chromium,Cobalt,Gold,Aluminium,
Magnetism and Our Universe,Assessment Test IV,9,Ewing's molecular theory explained ______________,saturation of magnetism,directionality,attractive (or) repulsive nature of poles,All of the above,
Magnetism and Our Universe,Assessment Test IV,10,What is angle of inclination?,the angle made by the Earth's magnetic field with its horizontal component.,the angle made by magnetic meridian with geographic meridian,the angle made by the Earth's magnetic field with its vertical component.,the angle made by Earth's geographic meridian with its horizontal component.,
Magnetism and Our Universe,Assessment Test IV,11,The magnetic force between any poles id _____________,directly proportional to the product of their pole strenght,directly proportional to the square of the distance between them.,inversely proportional to the square of the distance between them.,Both a nad c,
Magnetism and Our Universe,Assessment Test IV,12,"From the figure given below, chose the points where we will observe approximately similar magnetic field strenght.",A and D,B and C,C and D,A and D,x
Magnetism and Our Universe,Assessment Test IV,13,Which of the following called Canis Major?,Alpha Century,Sun,Orion,Sirius,
Magnetism and Our Universe,Assessment Test IV,14,"Consider a bar magnet of pole strenght 'm' and with effective lenght '2l'. If the bar magnrt is made into two pices along its equatorial line, then its magnetic moment is ____________.",lm,lm/2,2lm,lm/4,
Magnetism and Our Universe,Assessment Test IV,15,What is the time period of a geostationary satelite?,24min,30 h,48 h,one mean solar day,
Heat,Assessment Test I,1,What will happen when heat energy flws from one body to another ?, There is always change in tempreture .,There is always a physical contact between two bodies , There is always  a change in state of substance , There is no change at all ,
Heat,Assessment Test I,2,"Temperatures of three bodies A, B and C are 20 o C, 20K and 20 o F, respectively. Which among them as the highest temperature?", A,B,C, All of them have the same temperature.,
Heat,Assessment Test I,3,The normal human body temperature is 98.4o  F. If the body temperature of the person is 313 K. then the person----------., has normal temperarture ., high feaver., as temperature less than normal temperature., nothing can be said about his health condition.,
Heat,Assessment Test I,4,"A piece of ice is floating in water. The temperature of both water and and ice is 0 C. What will happen when the surrounding temperature is -5 o C?
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
", The quantity of ice increases, The quantity of water increases,The quantity of water and ice remains the same., the quantiry of water and ice increases.,
Heat,Assessment Test I,5,"If thousand cal of heat energy is supply to water at 30 o C, then-----------.",(a) Water starts to boil, Water completely converts to steam, It will either remain in liquid state or convert to steam depending on its mass, quantity of water in the container will decrease.,
Heat,Assessment Test I,6,1000 cal of heat energy is supplied to a body'X' and 2000 cal of heat energy is supplied to body 'Y' and they are kept in contact. Then ,(a) the heat energy flows from Y to X, The heat energy flows from X to Y, The heat energy may flow from X to Y or Y to X depending upon their specific heat capacity.,the heat energy may flow from X to Y or Y to X depending upon their temperature.,
Heat,Assessment Test I,7,"Match the statements of column A with those of column B
  Column A                                               Column B
(A) Temperature                                       (a) form of energy
(B) Heat                                                      (b) depends on mass
© Specific heat                                          (c) does not depends on mass
(d) Heat capacity                                       (d) degree of hotness


", DACB,ACBD, ACDB, BCDA,
Heat,Assessment Test I,8,What is the specific heat capacity of water?, 1 cal g-1 o C-1, 4186 J g-1o C-1, 4186kj g-1o C-1, 0.04186 J g-1o C-1,
Heat,Assessment Test I,9,Which of the following plays an important role when water is used as a coolant?, Specific heat capacity, Melting point, Boiling point, Density,
Heat,Assessment Test I,10,The length of mercury column in a thermometer at the melting point of ice is 2 cm and the boiling point of water is 10 cm. What is the temperature of a body if the mercury thread is at 5 cm?, 25 o C, 30 o C, 50 o C,(d) 60 o C,
Heat,Assessment Test I,11,"Assertion (A): Cooking becomes difficult on the top of a mountain. 
Reason ®: At higher altitude the pressure is less, and hence, the boiling point of water decreases with altitude.", A and R are true and R is the correct explanation of A," A and R are true, but R is not the correct explanation of A", A is true but R is false, Both A and R are false,
Heat,Assessment Test I,12,"Assertion (A): The sea and the land breezes are formed due to convection current of air
Reason: During the day time, sea water gets heated faster than the land", A and R are true and R is the correct explanation of A," A and R are true, but R is not the correct explanation of A", A is true but R is false, Both A and R are false,
Heat,Assessment Test I,13,"Choose the correct statement
(A) Two piecesa of ice can be joined to form a single piece by pressing them with high pressure.
(B) As the pressure increases the melting point of ice decreases.
", Only (A) is correct, Only (B) is correct, Both (A) and (B) are correct,Both (A) and (B) are incorrect,
Heat,Assessment Test I,14,"Arrange the following substance in the increasing order of their specific heat capacities.
(A) 100 cal heat is required to change the temperature of 10g of a substance from 10 o C to 20 o C
(B) 200 cal heat is required to change the temperature of 5 g of a substance 200 K to 230 K.
© 420 joule of heat is required to change temperature of a substance os mass 50 g from 0 o C to 5p  C.", ABC, BCA, ACB, CBA,
Heat,Assessment Test I,15,Which among the following Physical quantities is expressed in erg g-1?, Specific heat capacity, Heat capacity,Heat energy, Specific latent heat,
Heat,Assessment Test II,1,When does the tempreture of a body change?, Only when a body absorbs heat., Only when a body is kept in contact with another body at a lower temperature., Only when a body is heated in a heating device, None of these,
Heat,Assessment Test II,2,"The temperature of three bodies A,B,C, are increases by 1o C, 1o F and 1 K respectively. What will be the relation between these temperature, if these change in temperature are representated by AC, AF and AK respectively?", AC=AF=AK, AC = AK > AF, AF > AC > AK, AF = AC>AK,
Heat,Assessment Test II,3,The temperature of a body 'A' is 60o C and the temperature of a body 'B' is 122o F. What will happen when they are in contact with each other?, The heat flows from A to B , The heat flows from B to A , They are in thermal equilibrium., Heat flows from A to B or B to A depending upon surrounding temperature.,
Heat,Assessment Test II,4,A body at 110o C is dropped into water at 100o  C. What happens to the water to the quantity of water in the container.,remains the same, increases , decreases,The body covert to the liquid state.,
Heat,Assessment Test II,5,1000cal of heat energy is supplied to 100 o g of ice at 0 o what is the final  tempreture of the content?, 0 o C, 20 o C, 5 o C, 3 o C,
Heat,Assessment Test II,6,"What will happen to the body in its solid state, when it is dropped into its liquid form ( Neglet the flow of heat to the surroundings)?", The body melts, The liquid form converts to its solid form,No changes take place, Either A or C depending upon their temperature,
Heat,Assessment Test II,7,"Match the statements of Column A with those of Column B
Column A                                                           Column B
(A) Absolute scale of   tempareture       (A) Expansion on Heating
(B) Bimetallic strip              (B) Kelvin
© Radiation                       © No medium is required
 (d) Convection                (D) Medium is required         ",BCAD,BACD,ACBD,DBCA,
Heat,Assessment Test II,8,"Arrange the following processes in the increasing order of time taken. In all the following processes, a similar heating device is used.
(A) 10 g of Ice is just melted 
(B) 10g of Water at its bioling point is just concerted to steam. 10g of water at 0 C is boiled
( C)10 g of water 00 C is boiled

",ABC,ACB,CBA,BCA,
Heat,Assessment Test II,9,Which of the following properties plays an important role when water if use for fermentation ?,Specific heat capacity,Density,Boiling point,Melting point,
Heat,Assessment Test II,10,"The length of the mercury thread in thermometer at 100 D C and 50 D C is 10 cm and 4 cm, respectively. What is the length of mercury thread when it is kept contact with melting ice?",0,2 cm,1 cm,3 cm,
Heat,Assessment Test II,11,"Assertion : If the humiidity is high the chance of rainfall is high 
Reason: If huminidity is high, water vapour will condense to form rain.",A and R are true and R is the correct explanation of A,"A and R are true, but R is not the correct explanation of A",A is true but R is false.,Both A and R are false.,
Heat,Assessment Test II,12,"Assertion: As we move away from the surface of the earth in the atmosphere, the temperature increases .
Reason: As we move away from the surface of the earth we are more close to the sun",A and R are true and R is the correct explanation of A,"A and R are true, but R is not the correct explanation of A",A is true but R is false.,Both A and R are false.,
Heat,Assessment Test II,13,"Choose the correct statement
A. The melting point of all substance ecrease with increase in pressure
B The boiling point of water increases with addition of impurities.",Only (A) is correct,Only (B) is correct,Both (A) and (B) are correct,Both (A)and (B) are incorrect.,
Heat,Assessment Test II,14,"Arrange the following substances in the increasing order of their heat capacity
Substance               Mass             Initial temperature               Final temperature               Heat Energy absorbed
  a                            10g                   5 C                                       10 C                              100 cal
  b                            20g                  20 C                                      50 C                              200 cal
  c                            30g                  40 C                                      50 C                              400 cal",ABC,BAC,CAB,ACB,
Heat,Assessment Test II,15,Which among the following physical quantities is expressed in erg C-1?,Specific heat capacity,Heat capacity,Specific talent heat,Heat energy,
Heat,Assessment Test III,1,Thermal capacity of a given substance depends on its __________.,Specific heat capacity,volume,temparature,mass,
Heat,Assessment Test III,2,"Match the statements of Column A with those of Column B
Column A                                                           Column B
(A) Melting point of wax                           (p) 0.5 cal g-1s C-1
(B) Absolute zero temparature                    (q) 600 C
(C ) Specific heat capacity of ice                (r) 4200 J kg0 C-1
(D) Specific heat capacity of warer             (s) -2730C","A→q;    B→s,    C→r;     D→p","A→q;    B→r,    C→p;     D→q","A→q;    B→s,    C→p;     D→r","A→q;    B→r,    C→s ;     D→p",
Heat,Assessment Test III,3,Which of the following has more energy?,Water at 100oC,Steam at 100oC,Oli at 100oC,Both (a) and (b) ,
Heat,Assessment Test III,4, A medium is necessary for the transmission of heat'. Which of the following is related to the given statement?,Conduction,Convection ,Radiation,Both (a) and (b) ,
Heat,Assessment Test III,5,Choose the one from the following where less thermal transmission takes place,White and rough surface,White and smoothe surface,Smooth and black surface,Black and rough surface,
Heat,Assessment Test III,6,"15g of water at 100o C is mixed with 15g of ice at 0o C, what is the temparature of the mixture?",50oC,66.6oC,10oC,61.3oC,
Heat,Assessment Test III,7,Choose the correct one from the following,The rate of conduction of heat depends upon the nature of the medium.,"When the room temparature is raised, then a pendulum clock loses time.",The heat supplied during change of state at constant temperature is called latent heat.,All of the above.,
Heat,Assessment Test III,8,"Arrange the following steps in proper sequence for the construction and calibration of Fahrenheit thermometer.
(P) The distance between the two fixed points is called fundamental interval.
      It is divided into 180 equal divisions in Fahrenheit scale.

(Q) Take a thick walled capillary tube with thin walled glass bulb and fill it with mercury with the help of a funnel.

(R ) Mark the upper fixed point with the help of hypsometer.

(S) Place the glass bulb in a hot oil bath while filling the mercury to remove the air bubbles.

(T) Lower fixed point is marked by immersing the bulb of the thermometer in melting ice taken in a funnel.",SRTPQ,QSRPT,QSRTP,QRSTP,
Heat,Assessment Test III,9,Two identical metallic balls of temparature 20oC and 80oC are kept in contact with each other. Then the ration of heat lost by one ball to heat gained by another ball?,2 :: 1,3 :: 2,1 ::1,2::3,
Heat,Assessment Test III,10,The ration of Fahrenheit reading to Celsius readin is 3. What is the reading on Celsius scale?,40/3 C,20/3 C,80/3 C,None of these,
Heat,Assessment Test III,11,Specific latent heat of ice is __________,336 J g-1,"3,36,000 kg-1",80 cal g-1,All of the above.,
Heat,Assessment Test III,12,"A 200 W water heater is used to heat 1000g of water. The heater is switched ON for 4.2 minutes and the initial temparature of water is 350C, then the final temparature of water is _____",40oC,45oC,70oC,47oC,
Heat,Assessment Test III,13,"What will be the amount of mercury, if the specific heat capacity of mercury is 0.14 J g-1 C-1 and heat capacity is 140 Jg-1o C-1?",1 kg,100g,10g,200g,
Heat,Assessment Test III,14,"An immenrsion heater of power 20W just keeps 200g of solid metal at its melting point. The heater is switched ON and temperature starts raising after 4 min, then the specific heat of fusion of the metal is ___________",24 J g-1,24 cal g-1,24 cal kg-1,24 J kg-1,
Heat,Assessment Test III,15,A body at the temparature T1 is mixed with another body of equal mass at the temparature T2 and both have the same heat capacity. If  T1 > T2 then the rise in temparature of the cold body is equal to the fall in temperature of the hot body. What is the final temperature of mixture ?,zero,T1 + T2 / 2,T1 - T2 / 2,T1 - T2,
Heat,Assessment Test IV,1,Specific heat capacity of a given substance is independent of _____________,mass,temparature,volume,All of these,
Heat,Assessment Test IV,2,"Match the statement of Column A with those of Column B.
Column A                                                              Column B
(A) Bimetallic strip                                           (p) J kg-1
(B) Clinical thermometer                                   (q) Unequal expansion of metals
(C ) 5. I unit of latent heat of vapourization        (r)  J K-1
(D) S1 unit of heat capacity                              (s) Cannot measure boilin point of water

","A→q;    B→s,    C→r;     D→p","A→q;    B→s,    C→p;     D→r","A→q;    B→r,    C→p;     D→s","A→q;    B→p,    C→r ;     D→s",
Heat,Assessment Test IV,3,Which of the following has less energy?,A substance at absolute zero temperature,Water 0o C,Ice 0o C,Both (b) and ©,
Heat,Assessment Test IV,4,A medium is not required for the transmission of heat. Choose the correct one from the following which is related to above statement.,Radiation,Conduction,Convection,All of the above.,
Heat,Assessment Test IV,5,Choose a good radiator of thermal energy from the followin:,Black surface,Green - coloured surface,White surface,Yellow - coloured surface,
Heat,Assessment Test IV,6,"10g of water at 60o C is mixed with 15g of water t2. If the templerature of the mixture is 40oC, then the value of t1 is ________",13.3oC,13oC,26oC,26.6oC,
Heat,Assessment Test IV,7,Choose the incorrect one from the following:,∆C/180=   ∆F/180=  ∆K/100,"Under normal conditions, naphthalene undergoes sublimation","When pressure is increased, then the boiling point of the substance increased",Boiling point of water is 1000C at normal atmospheric preasure. ,
Heat,Assessment Test IV,8,"Write the following statements in the sequential order to find the amount of heat required to convert 50g of ice at - 5o C into steam 110oC.
(P) Further ice at 0o C is converted into water at 0o C by utilizing the amount of heat Q2=Mwater  Lfusion
(Q) By consuming Q3=mn Sm (100-0) of heat, the water at 0o C rises the temperature to 100oC
(R ) Sum of Q1, Q2, Qy Q4 and Q5 then we get the total quantity of heat required to convert 50g of ice at 5o C to steam at 110oC
(S) Calculate the amount of heat used to increase the temperature of ice upto 0oC
(T) Next, water 100oC converts into steam at 100oC by taking the heat Q4 = mw L....., Finally steam increases its temperature up to 110oC by taking Q5 = ma sa (110-100) of heat",SPTQR,SPTRQ,SPQTR,SQPTR,
Heat,Assessment Test IV,9,"What is the final temperature of the mixture, when the water at 10oC is mixed with same amount of water 90oC ?",45oC,70oC,40oC,50oC,
Heat,Assessment Test IV,10,"If the ratio of Celsius to Kelvin reading is 4, then the reading of Kelvin scale is ________",  - 91 K,373 K,91 K,1092 K,
Heat,Assessment Test IV,11,Specific latent heat of ice is __________,2260 J g-1,540 cal g-1,226 X 104 J g-1,both (a) and (c ),
Heat,Assessment Test IV,12,"What is the power of a heater, if the heater is used to warm the water of 100 g mass from 20oC to 80o C for 2 min?",240 W,210 W,240 J,420 J,
Heat,Assessment Test IV,13,The mass of copper is 0.120kg. If the specific heat capacity is 100 cal g-1 C -1 then thermal capacity in Sl unit is ________,120 cal,50.4 J,12 J,50.4 cal,
Heat,Assessment Test IV,14,"The specific latent heat of fusion of ice 80 cal g-2 An immersion heater of power 25 W is kept in 100 g of ice at its melting point. If the heat is switched ON, then the time after which the temperature of ice starts raising is ________",320 min,320s,8.3 min,22.4 min,
Heat,Assessment Test IV,15,"An equal amount of water is taken in two different containers and their temperatures are 90oC and 30oC, respectively. If the rise in temperature of the cold water is equal to the fall in temperature of the hot water, then common temperature of the mixture is _______",45oC,66oC,30oC,60oC,
