Select a pure substance,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
4,Combustion and Flame,Multiple Choice Questions,,12,The middle zone of a candle flame is also called the zone of ________ combustion.,Spontaneous,Rapid,Partial,Complete,,c,,MCQ
4,Combustion and Flame,Multiple Choice Questions,,13,Which of the following is not correct about carbon monoxide?,It reduces oxygen carrying ability of blood.,The carboxyhaemoglobin (haemoglobin bound to CO) is less stable than oxyhaemoglobin.,It is produced due to incomplete combustion.,It forms carboxyhaemoglobin.,,b,,MCQ
4,Combustion and Flame,Morethan one Option Correct,,14,Which of the following is/are advantage(s) of solld fuels?,Their ash content is high,They are easy to transport,Cost of production is low,Easy to store,,"b,c,d",,MAQ
4,Combustion and Flame,Morethan one Option Correct,,15,Which of the following is/are advantage(s) of liquid fuels?,Require less furnace space for combustion,Clean in use,Can be stored indefinitely,Leaves no ash content,,"a,b,c,d",,MAQ
4,Combustion and Flame,Morethan one Option Correct,,16,Which of the following is/are advantage(s) of gascous fuels?,They have high heat content,They are clean in use,They can be lighted at moment's notice,They can be transported through network of pipelines,,"a,b,c,d",,MAQ
4,Combustion and Flame,Morethan one Option Correct,,17,Which of the following is/are disadvantage(s) of gaseous fuels?,Very large storage tanks are needed.,Higher possibilities of fire hazards,They are very costly.,They leave no ash on burning.,,"a,b,c",,MAQ
4,Combustion and Flame,Morethan one Option Correct,,18,The zone that does not produce light in the candle flame is,non-luminous zone,luminous zone,invisible zone,all zones give light,,"a,c",,MAQ
4,Combustion and Flame,Assertion - Reason,,22,"Assertion : Hydrogen gas is one of the components in both oxyhydrogen fiame and oxyacetylene flame.
Reason : Hydrogen is a combustible gas.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,d,,AR
4,Combustion and Flame,Assertion - Reason,,23,"Assertion : We can use a carbon diozide fire extinguisher to put out a burning magnesium fire
Reason : Magnesiurm is very reactive.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,d,,AR
4,Combustion and Flame,Assertion - Reason,,24,"Assertion : The heat of the fame vaporizes the liquid wax.
Reason : These vaporized molecules are drawn up into the flame",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
5,Pollution of Air and Water,Multiple Choice Questions,,1,Which gas is the major pollutant of air?,Carbon monoxide,Nitrogen,Oxygen,Propane,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,2,In which year Ganga Action Plan was launched?,1980,1984,1982,1985,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,3,What radiations are absorbed by CO~2*?,Utrared radiations,Infrared radiations,Ultravoilet radiations,None of these,,b,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,4,Which element is present in the exhaust of automobiles?,Lead,Calcium,Chromium,Magnesium,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,5,The phenomenon of marble cancer is due to,Soil particles,God,CFCs,Acid rain,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,6,Which of the following contents is most harmful to aquatic animals?,Heavy metal ions,Sodium ions,Potassium ions,Chloride ions,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,7,Which of the following is major source of water pollution?,Indutrial wastes,Untreated sewage,Use of fertilizers,Toxic metals,,a,,MCQ
5,Pollution of Air and Water,Assertion - Reason,,1,"Assertion : SO~2* causes Acid rain.
Reason : Burning of petrol and diesel releases SO~2* in the atmosphere.",,,,,,b,,AR
5,Pollution of Air and Water,Assertion - Reason,,2,"Assertion : Sources of air pollution is man made only.
Reason : Sources of air pollution are both man-made and natural.",,,,,,c,,AR
5,Pollution of Air and Water,Assertion - Reason,,3,"Assertion : Smog is formed by the combination of smoke and fog.
Reason : Oxides of sulphur and nitrogen present in the air produces smog.",,,,,,a,,AR
5,Pollution of Air and Water,Assertion - Reason,,4,"Assertion: Rotation of CO~2* in the atrmosphereis balanced by plants.
Reason : Photosynthesis process by plants maintain the rotation of CO~2* in the atmosphere.",,,,,,a,,AR
5,Pollution of Air and Water,Fill in the Blanks,,1,Aquatic animals utilise ________ for their respiration.,Dissolved Oxygen,,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,2,_______ are responsible for the depletion of the ozone layer in the atmosphere.,CFCs,,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,3,"Sewage wastes should be treated well to remove ________ substances, before being released into water.",Toxic,,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,4,"More and more ________ plants should be put up, so that water can be used many times and in many ways, before it is disposed off.",Water recycling,,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,5,Cholera is a _______ borne disease.,Water,,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,6,Water which is suitable for drinking is called ________,Potable Water,,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,7,Vehicles produce high levels of pollutants like _______,Carbon Monoxide,,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,8,Dust and smoke causes ___________ of air when present in excess.,Pollution,,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,9,The oxides of ________ and ________ cause acid rain.,"Sulphur, Nitrogen",,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,10,Acid rain has made Taj Mahal's marble _______________,Corroded,,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,11,Smog is a mixture of _________ and __________,"Smoke, Fog",,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,12,"While _________ your teeth, leaving the __________ running may waste several _______ of water.","Brushing, Tap, Litres",,,,,,,FIB
5,Pollution of Air and Water,Fill in the Blanks,,13,Water which looks clean still has disease carrying _______ and ______ impurities.,"Microorganisms, Dissolved",,,,,,,FIB
5,Pollution of Air and Water,True / False,,1,An increase in the levels of CO~2* in atmosphere increases the temperature of earth.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,2,The two types of water pollution are chemical pollution and biological pollution.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,3,Use of fertilizers has no role on water pollution.,0,,,,,,,TF
5,Pollution of Air and Water,True / False,,4,Excessive use of pesticides help to decrease water pollution.,0,,,,,,,TF
5,Pollution of Air and Water,True / False,,5,Methane is not a green house gas.,0,,,,,,,TF
5,Pollution of Air and Water,True / False,,6,Aerated water is the water containing dissolved oxygen from air.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,7,The cause of water pollution is lack of dissolved oxygen in water.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,8,Green house effect refers to the progressive waming up of earth's surface due to blanketing effect of man made carbon dioxide or any other major green house gas.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,9,Thermal pollution causes a decrease in dissolved oxygen.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,10,CO~2* and SO~2* when treated with water form their respective acids.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,11,Ganga Action Plan is related to reduce cutting of trees.,0,,,,,,,TF
5,Pollution of Air and Water,True / False,,12,Corrosion of marble is also known as marble cancer.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,13,Carbon monoxide is a green house gas.,0,,,,,,,TF
5,Pollution of Air and Water,True / False,,14,Chlorofluro carbon is responsible for depletion of ozone layer.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,15,Smog is the thick fog- layer in the atmosphere.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,16,Air contains highest percentage of oxygen,0,,,,,,,TF
5,Pollution of Air and Water,True / False,,17,Green house effect causes global warming.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,18,Ganga action plan was launched in 1985,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,19,Lead is used to purify water.,0,,,,,,,TF
5,Pollution of Air and Water,True / False,,20,Van Mahotsav is celebrated every year to plant trees,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,21,Ultraviolet rays is harmful for us,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,22,Volcanoes and forest fires are natural sources of air pollution.,1,,,,,,,TF
5,Pollution of Air and Water,True / False,,23,Smog is made up of smoke and carbon dioxide.,0,,,,,,,TF
5,Pollution of Air and Water,Multiple Choice Questions,,1,Select the process that does not add particulate materials to air.,Use of air conditioner,Burming of fosssil fuels,Paper industry,Incomplete combustion of coal,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,2,Which of the following is the major cause of global warming?,re-radiation of U.V. rays by CO~2* and H~2*O,re-radiation of I.R. rays by CO~2* and H~2*O,re-radiation of I.R. rays by O~2* and N~2*,re-radiation of U.V. rays by O~2* and N~2*,,b,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,3,Select the one that has an adverse effect on ozone layer.,Carbon dioxide,Chlorofluorocarbons,Soil,Dust particles,,b,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,4,Select the one that is an oxygen demanding waste.,Grease,Oil,Pesticides,Domestic sewage,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,5,The substance used for disinfecting water is/ are,Floride,Chlorine,U.V. Rays,All of these,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,6,"The effect of polluted water on soil is, that",it decreases fertility,it contaminates ground water,it renders soil acidic or basic,All of the above,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,7,The process of respiration,involves oxidation of food,involves oxidation of glucose to carbon dioxide and water,is accompanied by release a large amount of energy,All the above,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,8,SO~2* is one of the air pollutants. SO~2*,is a lung irritant,dissolves in water to form acid rain,Both (a) and (b) ,Neither (a) nor (b),,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,9,A green house,is an enclosure of glass in which plants are kept to protect them from cold air outside,"is that ""body"" which allows the short wavelength incoming solar radiation to enter in, but does not allow long wavelength outgoing infra-red radiations to escape out",Both (a) and (b) ,Neither (a) nor (b),,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,10,Water pollution is caused by,Pesticides,SO~2*,O~2*,CO~2*,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,11,Chief source of soil and water pollution is,Mining,Agro industry,Thermal power plant,All the above,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,12,Which pollutant is harmful for Tajmahal:?,Hydrogen,O~2*,SO~2*,Chlorine,,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,13,Pollution is not caused by,thermal power plant,automobile,radioactive power plant,hydrolytic power plant,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,14,The beauty of Taj Mahal is endangered due to,degradation of marble due to high temperature,discharge of industrial waste in Yamuna river,air pollutants released from oil refinery,riparian erosion,,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,15,Formation of photochemical smog takes place in,winter during day time,summer during morning time,summer during day time,winter during morning time,,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,16,Depletion of ozone layer causes,Breast cancer,Blood cancer,Lung cancer,Skin cancer,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,17,The type of pollution caused by spraying of DDT,Air and Soil,Air and Water,Air,"Air, Water and Soil",,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,18,Pollution in large cities can be checked only by,shifting of factories out of the residential area,less use of insecticides,"proper disposal of organic wastes, sewage and industrial effluents",All the above,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,19,Phosphate pollution is caused by,sewage and agricultural fertilizerTs,weathering of phosphate rocks only,agricultural fertilizers only,phosphate rocks and sewage,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,20,Water is often treated with chlorine to,remove hardness,increase oxygen content,kill germs,remove suspended particles,,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,21,Harmful gases like SO~2* are present in,industrial areas,highly populated areas,forests,Hills,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,22,Which of the following is not a way to conserve water?,Replace,Reduce,Reuse,Recycle,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,23,The phenomenon of marble cancer is due to,Soot particles,CFCs,Fog,Acid rain,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,24,A pond contains clean water. Which of the following activities will produce least pollution of water?,washing clothes in the pond,animals bathing in the pond,washing motor vehicles in the pond,swimming in the pond.,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,25,"Why do scientists think that human-induced global warming will be more harmful to plants and animals than were past, natural climate fluctuations - ",because temperatures will change faster,because the temperature changes will be larger,because species now are less adaptable than species in the past,because ecosystems are now more complicated than they used to be,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,26,Sulphur dioxide affects - ,haemoglobin of blood,Arteries,Alveoli of lungs,Nerves,,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,27,Presence of high level of pollutants in atmosphere during cold weather lead to formation of,Fog,Acid rains,Smog,All of these,,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,28,What is the main reason for increase in temperature in a glass house?,Sunlight is completely absorbed by plants in the glass house,Radiation fails to escape from the glass house completely,Plant do not utilize sunlight in a glass house,Plants produce heat inside the glass house,,b,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,29,The three R's which can help to conserve natural resources :,"recycle, regenerate, reuse","reduce, recycle, reuse","reduce, reuse, redistribute",Both (a) and (b),,b,,MCQ
5,Pollution of Air and Water,Assertion - Reason,,1,"Assertion : CO~2* is major gas of greenhouse effect.
Reason : Increase in concentration of CO~2* leads to global warming",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
5,Pollution of Air and Water,Assertion - Reason,,2,"Assertion : Eutrophication shows increasein productivity in water.
Reason: With increasing eutrophication, the diversity of the phytoplankton increases",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
5,Pollution of Air and Water,Assertion - Reason,,3,"Assertion : CO, causes green house effect.
Reason : Other gases do not show such effect.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,c,,AR
5,Pollution of Air and Water,Assertion - Reason,,4,"Assertion : CFCs have caused a hole in the ozone layer.
Reason : CFCs are released by jet aeroplane.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
5,Pollution of Air and Water,Assertion - Reason,,5,"Assertion : All pollutants are not waste materials.
Reason : Nitrogen and phosphorus, that are important soil fertilizers, also pollute water when present in excess.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
5,Pollution of Air and Water,Assertion - Reason,,6,"Assertion : Carbon monoxide results from incomplete combustion of fuels such as petrol.
Reason : The quantity of oxygen needed for complete combustion is twice the amount of oxygen needed for incomplete combustion resulting in formation of CO.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
5,Pollution of Air and Water,Multiple Choice Questions,,1,Carbon monoxide (cO) is harmful to man because,it foms carbolic acid,it generates excess CO~2*,it is carcinogenic,"it competes with O~2*, for haemoglobin",,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,2,The greenhouse effect is because of the,"presence of gases, which in general are strong infrared absorbers, in the atmosphere","presence of CO~2*, only in the atmosphere","pressure of O~3*, and CH~4*, in the atmosphere",N~2*O and chlorofluorohydrocarbons in the atmosphere,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,3,The smog is essentially caused by the presence of,oxides of sulphur and nitrogen,O~2* and N~2*,O~2* and O~3*,O~2* and N~2*,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,4,Ozone is an important constituent of stratosphere because it,Destroys bacteria which are harmful to human life,Prevents the formation of smog over large cities,Removes poisonous gases of the atmosphere by reacting with them,Absorbs ultraviolet radiation which is harmful to human life,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,5,SO~2* is one of the air pollutants. SO~2*,is a lung iritant,dissolves in water to form acid rain,both (a) and (b),none of the above,,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,6,The substance having the largest concentration in acid rain is,H~2*CO~3*,HNO~3*,HCL,H~3*SO~4*,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,7,The non-viable particulate among the following is,Dust,Bacteria,Moulds,Fungi,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,8,The biggest particulate matter is,HNO~3* droplets,Soot,H~2*SO4 droplets,Fly ash,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,9,Indentify the wrong statement in the following:,Chlorofluorocarbons are responsible for ozone layer depletion,Greenhouse effect is responsible for global warming,Acid rain is mostly because of oxides of nitrogen and sulphur,Ozone layer does not permit infrared radiation from the sun to reach the earth,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,10,B.O.D. test or biochemical oxygen demand test is made for measuring,air pollution,water pollution,noise pollution,soil pollution,,b,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,11,BOD of pond is connected with,microbes & organic matter,organic matter,microbes,none of these,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,12,Sewage mostly constitutes,Non-biodegradable pollutants`,Biodegradable pollutants,Effluents,Air pollutants,,b,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,13,Which of the following gases in not a green house gas?,CO,CO~2*,CH~4*,H~2*O Vapour,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,14,Which of the following steps is not relevant to formation of ozone?,Ozone is a poisonous gas.,UV radiations from sunlight split and oxygen molecule into atomic oxygen.,Oxygen molecule combine with the atomic Oxygen to form ozone.,Ozone is formed at the higher levels of the atmosphere,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,15,Preservation of the Ozone layer,is important because it helps in stopping harmful UV radiations,is endangered by CFCs,Both (a) and (b),is not necessary as it will give us more of oxygen,,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,16,"Carefully observe the diagram(s) given below
Cause of following effects is",global warming,ozone depletion,acid rain,None ,CH-5-16-ROW-527,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,17,Which type of air pollutants are released from the chimney?,CO~2*,CH~4*,Smoke,NO~2*,,b,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,18,% concentration of which greenhouse gas is maximun?,CO~2*,CH~4*,N~2*O,Tropospheric O~3*,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,19,"Carefully observe the diagram given below
Following figure represents the phenomenon",Acid rain,Greenhouse effect,Ozone depletion ,None,CH-5-19-ROW-530,b,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,20,"Considerthe following statements :
A) Ozone is formed in stratosphere by action of ultravoilet radiations on oxygen.
B) Carbon dioxide causes depletion of ozone layer thereby allowing more UV-radiations to reach the earth
Which of these statement(s) is/are correct?",A only,B Only,Both (A) and (B),Neither (A) nor (B),,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,21,"If there was no CO~2* in the earth's atmosphere, the temperature of earth's surface would be",as such,less than the present level,increase from present level,dependent upon oxygen amount of the enviroment,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,22,The pollution in city like Delhi may be controlled to great extent,by proper sewage and proper exit of chemicals from factories,by wide roads and factories away from the city,by cleaning city and scanty use of pesticides,All of the above,,b,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,23,The stratospheric ozone depletion leads to,global warming,increase in the incidence of skin cancers,forest fires,All of the above,,b,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,24,Biological Oxygen Demand (BOD) is a measure of,industrial wastes poured into water bodies.,extent to which water is polluted with organic compounds.,amount of carbon monoxide inseparably combined with haemoglobin,amount of oxygen needed by green plants during night.,,b,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,25,Recent reports of acid rain in some industrial cities are due to the effect of atmospheric pollution by,"excessive release of CO~2* by burning of fuels like wood and charcoal, cutting of forests and increased animal population.",excessive release of NO~2* and SO~2* in atmosphere by burning of fossil fuel.,excessive release of NH~3* by industrial plants and coal gas.,"exceessive release of CO in atmosphere by incomplete combustion of coke, charcoal and other carbonaceous fuel.",,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,26,Photochemical smog formed in congested metropolitan cities mainly consists of,"ozone, peroxyacetyl nitrate and NO~x*","smoke, peroxyacetyl nitrate and SO~2*","hydrocarbons, SO~2* and CO~2*","hydrocarbons, ozone and SO~x*",,c,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,27,The major factor in causing global warming is,increase in oxygen concentration in atmosphere.,"decrease in carbon dioxide concentration in
atmosphere.",increase in carbon dioxide concentration in atmosphere.,decrease in atmospheric nitrogen.,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,28,"Consider the following statements :
A) Air forms a protective blanket around the earth and does not allow all the solar radiations to reach the earth.
B) Green house gases are the ones which allow the heat emitted by earth to pass out.
C) Carbon dioxide, methane, ozone, nitrous oxide are green house gases.
Which of these statement(s) is/are correct?",A only,B only,C only,All of these,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,29,Ozone hole is,thinning of ozone in the stratosphere where it is normally present in high concentration as ozone layer., thinning of ozone in the troposphere where it isnormally present in high concentration as ozone layer.,thinning of ozone in the thermosphere where it is normally present in high concentration as ozone layer.,thinning of ozone in the mesosphere where it is normally present in high concentration as ozone layer.,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,30,"Consider the following statements
A) Exhaustible resources are present in unlimited quantity in nature and are not likely to be finished by human use.
B) Smog is the alternative name of exhaust gases that come out of automobiles due to burning of petrol and diesel.
Which of these statement(s) is/are correct?",A only,B Only,Both (A) and (B),Neither (A) nor (B),,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,31,Which oxide of nitrogen is not a common pollutant introduced into the atmosphere both due to natural and human activity?,N~2*O~5*,NO~2*,NO,N~2*O,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,32,Excessive release of CO~2* into the atmosphere results in :,global waming,polar vortex,formation of smog,depletion of ozone,,a,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,33,"Among the following, the one that is not a green house gas is :",nitrous oxide,Methane,Ozone,Sulphur dioxide,,d,,MCQ
5,Pollution of Air and Water,Multiple Choice Questions,,34,Which one of the following is a green House gas?,CO~2*,N~2*,O~2*,H~2*,,a,,MCQ
5,Pollution of Air and Water,Assertion - Reason,,38,"Assertion : Photochemical smog is oxidising in nature.
Reason : Photochemical smog contains NO~2* and O~3* which are formed during the sequence of reactions.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
5,Language of Chemistry,Assertion - Reason,,39,"Assertion : Ozone is destroyed by solar radiation in upper stratosphere.
Reason : Thinning of the ozone layer allows excessive UV radiations to reach the surface of earth.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,d,,AR
5,Language of Chemistry,Assertion - Reason,,40,"Assertion : An estimation of BOD gives an indication of water pollution.
Reason : It is measure of O~2* requirement of bacteria living in that media.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
5,Language of Chemistry,Assertion - Reason,,41,"Assertion : Acid rain disrupts ecological balance.
Reason : Acid rain affects flora and fauna.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
6,Language of Chemistry,Multiple Choice Questions,,1,The symbols of tin and mercury are respectively,Ti and Me,Me and Ti,Sn and Hg,Me and Sn,,c,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,2,Which one of the folowing information is conveyed by the symbol of an element?,The name of the element,The atomic mass of the element,It represents one mole of an element,All the above,,d,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,3,Na~2*S~2*O~3* represent the compound,sodium sulphate,sodium sulphite,sodium thiosulphate,None of these,,c,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,4,Which one is a divalent ion?,Sodium,Calcium,Sulphide,Both (b) and (c) ,,d,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,5,The chromate and dichromate ions are respectively,a,b,c,d,CH-6-5-ROW-554,a,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,6,The formula of sodium pyrophosphate is,Na~2*P~2*O~7*,Na~3*PO~4*,Na~4*P~2*O~7*,Na~3*PO~3*,,c,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,7,The branch of chemistry which deals with study of physical properties and conditions is,physical chemistry,Analytical chemistry,Nuclear chemistry,Pharnmaceutical chemistry,,a,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,8,The branch of chemistry which deals with study of the methods of detection and determination of elements and compounds is,physical chemistry,Nuclear chemistry,Analytical chemistry,Bio Chemistry,,c,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,9,What is the valency of sulphur in sulphur dioxide (SO~2*)?,3,2,6,4,,a,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,10,Molecular weight of water is,16 u,12 u,10 u,18 u,,d,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,11,Which of the following is a symbol of palladium?,B,Pd,Be,Ag,,b,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,12,"The correct option for the following compounds in their increasing order of gram molecular mass is nitric acid, glucose, water urea,","water, glucose, urea, nitric acid","wate, urea, glucose, nitric acid","water, nitric acid, urea, glucose","water, urea, nitric acid, glucose",,d,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,13,Valency of an atom or radicals is,ionisation energy,electron aftinity of atom,its combining capacity,size of atom,,c,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,14,When electrons are added the resulting ion is called,basic radical,acidic radicals,neutral radical,None of these,,b,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,15,Acid turns litmus paper,Blue,Yellow,Red,none of these,,c,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,16,Amphoprotic substances are those,which can donate a proton,which can accept a proton,which can accept and donate proton,which can donate hydroxyl ion,,c,,MCQ
