Chapter Number,ChapterName,SubChapterName,TestNumber,QuestionNumber,"Metal with electronic configuration 2,8, 14, 2 can form two different hydrox- ides A and B. Both the hydroxides on reaction with sulphuric acid give two",Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Conceptive Worksheet,20,Which of the following is more dangerous?,Wind,Rain,Cyclone,Tornado,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Conceptive Worksheet,21,A high wall of water moving towards the shore from the occan is called a,Storm tide,Storm surge,Water tide,Air surge,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Conceptive Worksheet,22,A cyclone causes destruction through :,High-rise waves,"High-speed winds that uproot trees, houses and othe property ",Contaimination of drinking water,All,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Summative Worksheet,1,Wind is ____________ air,,,,,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Summative Worksheet,2,Winds are generated due to __________ heating on the earth,,,,,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Summative Worksheet,3,Near the earth's surface _________ air rises up whereas __________ air comes down.,,,,,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Summative Worksheet,4,Air moves from a region of ___________ pressure to a region of _______ Pressure,,,,,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Summative Worksheet,5,Air around us exerts _______ in all directions.,,,,,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Summative Worksheet,6,Winds carrying _________ bring rain. ,,,,,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Summative Worksheet,7,Air _______ on heating while ________ on cooling.,,,,,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Summative Worksheet,8,A cyclone is called a __________ in the American continents and _________ in Japan and Philippines.,,,,,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Summative Worksheet,9,"The word monsoon is derived from the Arabic word ___________, which means 'season'.",,,,,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Summative Worksheet,10,________________ is used to measure speed of wind.,,,,,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,1,Which of the following graphs correctly represents the relationship between wind speed and the distance to which wind-dispersed seeds travel?,,,,,x,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,2,Which of the following statements regarding the safety measures to be followed during cyclones is incorrect?,One should not go out unless advised,One should not drink contaminated water,One should not cooperate with neighbours,One should not touch wet switches and power lines,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,3,"During a thunderstorm four students Shashank, Somak, Sanjeev, and Sanjay take shelter in different places, as shown in the following table..
Who is safe from the effects of the thunderstorm?",Sanjeev,Shashank,Somak,Sanjay,x,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,4,"When a tornado occurs, people should",Climb to the roof,move out to the open field,take shelter under a tree,bend down on their knees,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,5,When a cyclone strikes one should,Go finishing,Move to a shelter,Move out into an open place,Climb onto the roof of the building,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,6,Which of the following measures is a safety measure to be followed during a thunderstorm?,Taking shelter under a tree,Standing on an open ground,Taking shelter inside a bus,Standing on a roof-top,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,7,"Mutum has recently got to know about a thunderstorm warning in his town.  He decides to take shelter in the underground basement of his house.  On his way to the basement he picks up four objects along with him.  These area radio, a water bottle, a music system, and a torch.
Which of the following objects will not be useful to Mutum in the  basement during a thunderstorm?",Radio,Torch,Water Bottle,Music System,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,8,In order to be safe from the effect of tornadoes a place should have,many doors,many windows,a woon foundation,an underground basement,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,9,Which of the following statements regarding the safety measures to be followed during cyclones is incorrect?,One should not go out unless advised,One should not drink contaminated water,One should not cooperate with neighbours,One should not touch wet switches and power lines,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,10,Thunderstorms occur because of the collision between,two hot air columns,two cold air columns,descending cold and ascending hot air,ascending cold and descending hot air,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,11,"The formation of a cyclone is depicted in the given figure.
In the given figure, region P is the ",Low-Pressure area and region Q is the region where wind speed is high.,high-pressure area and region Q is the area where wind speed is low,low-presure area and region Q is the area where wind speed is low,high-pressure area and region Q is the area where wind speed is high,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,12,A low pressure condition is formed during cyclones over a region because of the,release of heat by air,release of heat by water vapour,absorption of heat by land surface,absorption of heat by water vapour,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,13,Which figure correctly depicts the conditions required for the formation of thunderstorm?,,,,,x,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,14,Cyclones are formed when,Warm air does not rise up,winds do not mvoe in high speed,there is a drop in the air pressure,there is a drop in the humidity levels,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,15,"The centre of a cyclone is called ___i__. Its diameter varies from ___ii___.
The information in which alternative completes the gien statements?",,,,,x,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,16,"Consider the following statements regarding cyclones.
I.  The Western coastline of India is more prine to cyclones than the Eastern coastline.
II. Technological advancements make it possible to predict the occurrence of cyclones. 
III. A cyclone develops as a result of the combination of high speed winds and pressure differences.
Among the given statements",Only I is incorrect,Only III is incorrect,Both I and II are incorrect,Both II and III are incorrect,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,17,"A lound sound is heard, when a tyre of a bus or a truck bursts.  This loud sound is the result of",high gravitational force on the tyres,low gravitational force on the tyres,high air pressure in the tyres,low air pressure in the tyres,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,18,"A hot air balloon moves in the air as a result of the heating of the air inside the balloon.
This heating of air inside the balloon",makes the air lighter,makes the air heavier,causes contraction of air,causes condensation of air,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,19,"After washing clothes, Vikran dries them under the Sun, as shown in the given figure.  He observed that when a high speed wind blows, the clothes lift up in the air..
The clothes lift up because high speed wind is accompanied by",increase in the pressure of air,decrease in the pressure of air,increase in the weight of clothes,decrease in the weight of clothes,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,20,"Most parts of India receive rainfall during ___i___, which is caused by the __ii___. It is an example of a __iii___ breeze..
The gien statements are completed by the information alternative.",,,,,x,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,21,Which of the following statements is incorrect?,Monsoon winds are an example of land breeze,Land breeze blows mainly during winters,Sea breeze blows mainly during summers,The direction of winds change seasonally,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,22,"Wind currents are generated because of the difference in temperatures of different regions.  One of the reasons for these differences in temperatures is the uneven heating of the Earth's surface, as a result of its shape.  The direction of winds in different regions is shown in the given figure.
The winds move in a curved trajectory in each climatge zone of the Earth because of its",Shape,Rotation,Revolution,Atmosphere,x,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,23,Land breeze is the name given to the wind that moves from the land to the sea.  It blows because,of the intense cooling of the seas during winters,of the intense heating of the land surface during summers,the temperature of air above the sea is higher than that above the land.,the temperature of air above the sea is higher than that above the land,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,24,___i___ breeze is the name given to the wind that mvoes from sea to land. It blows when the temperature of air above the sea is __ii___ than that above the land.  The information in which alternative completes the given statements?,,,,,x,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,Hots Worksheet,25,"If there balloons A, B, and C are inflated with air at different temperatures, T<sub>A</sub>, T<sub>B</sub> and T<sub>C</sub> respectively, they will rise to different heights as shown in the figure..
What will be the correct relation among their temperatures? ",T<sub>A</sub> > T<sub>B</sub> > T<sub>C</sub>,T<sub>A</sub> < T<sub>B</sub> < T<sub>C</sub>,T<sub>A</sub> > T<sub>C</sub> > T<sub>B</sub>,T<sub>A</sub> = T<sub>B</sub> = T<sub>C</sub>,x,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Single Correct Answer Type),1,A cyclone warning can be issued :,6 hours in advance,12 hours in advance,24 hours in advance,48 hours in advance,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Single Correct Answer Type),2,Pick the odd one out of the following,Monsoon,Typhoon,Hurricane,Cyclone,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Single Correct Answer Type),3,In which did Orissa was hit by a cyclones in the recen tpast :,1998,1999,2000,2001,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Single Correct Answer Type),4,Air moves from :,The region of low pressure to high pressure,The region of high pressure to low pressure,Air does not depend upon the pressure,Air does not move,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Single Correct Answer Type),5,The winds from oceans carry water and bring rain are called :,Cyclone warning centers,Typhoon,Monsoon,None of these,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Single Correct Answer Type),6,What happens if air is heated?,Contracts,Expands,No change,First expands then,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Single Correct Answer Type),7,The moving air is called,Tsunami,Cyclone,Typhoon,Wind,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Single Correct Answer Type),8,High-Speed winds and air pressure difference can cause,Tusnamis,Cyclones,Typhoons,Earth Quakes,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Single Correct Answer Type),9,Which of the following made it easier to monitor cyclones?,Satellites,RADARs,Both,None,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Single Correct Answer Type),10,Choose the correct statement,"Increased wind speed is, indeed, accompanied by a reduced air pressure",The warm air is lighter than cold air,Both,None,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Multiple Correct Answer Type),11,The air inside a balloon exerts pressure in ______ direction,upward,Downward,left side,right side,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Multiple Correct Answer Type),12,Circulation of wind is due to,The warm air at the equator rises,Cold air moves in from the polar regions,Uneven heating of the earth's surface between the equator and poles,Even heating of the earth's surface between the equator and poles,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Multiple Correct Answer Type),13,Which regions are relatively hotter?,Equatorial,Tropical,Polar,None,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Multiple Correct Answer Type),14,The formation of a cyclone depends on,The speed of wind,The direction of wind,Temperature ,Soil condition,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Multiple Correct Answer Type),15,Which of the following are damaged due to the effect of a cyclone?,Land,People,Property,Jobs,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Multiple Correct Answer Type),16,Which of the following precautions should be taken if you are staying in a cyclone hit area,Do not drink water that could be contaminated. Always store drinking water for emergencies,Do not touch wet switches and fallen power lines,Do not go out just for the sake of fun,Do not pressurise the rescue force by making undue demands.,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Integer Type),20,Cyclone Alert is a warning issued ______ days before the expected time of a cyclone,,,,,,,,
5,"Wind, Storm and Cyclones",8. Effective Safety measures,IIT JEE Worksheet (Integer Type),21,Cyclone warning : A warning issued _____ days before the expected time of a cyclone,,,,,,,,
6,Sound,Chapter - 6 - Sound,Formative Worksheet,1,"A police officer, who is investigating a robbery in a locality, presses the door bell of house number 211.  To alert people, a door dell emits.",Heat energy,Light energy,Sound energy,Potential energy,,,,
6,Sound,Chapter - 6 - Sound,Formative Worksheet,2,"Kevin touches four objects, I, II, III and IV.  He makes the following conclusions :
Object I is hot.
Object II is vibrating
Object III is cold.
Object IV is sticky
Among the given objects, the object producing sound is",I,II,III,IV,,,,
6,Sound,Chapter - 6 - Sound,Formative Worksheet,3,Which of the following musical instruments is not matched with its vibrating part?,,,,,x,,,
6,Sound,Chapter - 6 - Sound,Formative Worksheet,4,The plucking of a stretched metal wire produces sound because,of change in atmosphere pressure around the wire,It is made up of a food conductor of electricity ,of generation of heat,It starts vibrating,,,,
6,Sound,Chapter - 6 - Sound,Formative Worksheet,5,"The human vocal cord controls the __i___ of sound by __ii___ itself.
The information in which alternative completes the gien statement?",,,,,x,,,
6,Sound,Chapter - 6 - Sound,Formative Worksheet,6,Which part of the humn body vibrates to produce sounds?,Windpipe ,Eardrum,Vocal cord,Nasal Cavity,,,,
6,Sound,Chapter - 6 - Sound,Formative Worksheet,7,"V<sub>s</sub> = Speed of sound in solid medium
V<sub>l</sub> =  Speed of sound in gaseous medium
V<sub>g</sub> = Speed of sound in gaseous medium
When arranged in the descending order of their magnitudes, the speed of sound in the three different media is",V<sub>g</sub> > V<sub>l</sub> > V<sub>g</sub>,V<sub>s</sub> > V<sub>g</sub> > V<sub>l</sub>,V<sub>g</sub> > V<sub>s</sub> > V<sub>l</sub>,V<sub>l</sub> > V<sub>g</sub> > V<sub>s</sub>,,,,
6,Sound,Chapter - 6 - Sound,Formative Worksheet,8,The sound coming from an alaram clock cannot be heard if it is kept inside a box that is,filled with liquid only,filled with both solid and liquid,made up of iron with air inside it,devoid of any material medium inside,,,,
6,Sound,Chapter - 6 - Sound,Formative Worksheet,9,What should a hearing-impaired person wear in order to enhance his hearing power by amplifying sound?,Ear-horn,Stethoscope,Mobile headset,Jackhammer's headphone,,,,
6,Sound,Chapter - 6 - Sound,Formative Worksheet,10,"The given table lists the main parts of the human car that take part in hearing.
Parts of the human ear (i)  Ear canal (ii) Three tiny bones (iii) Eardrum (iv) Cochlea
The order in which sound vibration moves through the humn ear is",I -> II -> III - > IV,I -> III -> II - > IV,III -> I -> IV - > II,III -> IV -> I - > II,,,,
6,Sound,Chapter - 6 - Sound,Formative Worksheet,11,Vibration can be defined as the,Stretching of a membrane,Roughness of a membrane,Circular motion of a membrane,to and fro motion of membrane,,,,
6,Sound,Chapter - 6 - Sound,Conceptive Worksheet,1,Sound is produced by,Burning a candle,Beating a drum,Photosynthesis,a battery,,,,
6,Sound,Chapter - 6 - Sound,Conceptive Worksheet,2,"When two people talk with each other, energy is transferred through",Electric currents,The movement of mouth,Sound waves,Wind force,,,,
6,Sound,Chapter - 6 - Sound,Conceptive Worksheet,3,"One end of a ruler is fixed on a table and the other end is truck
The vibration of the ruler produces",Heat ,Light,Sound,Electrical,,,,
6,Sound,Chapter - 6 - Sound,Conceptive Worksheet,4,Tom spreads some sand particles on a drum-head.  He strikes the drum with a hammer.  The striking of the drum will cause the sand particles to,Cur through the drum-head,get stuck to the drum-head,move to and fro on the frum-head,move up and down on the down-head,,,,
6,Sound,Chapter - 6 - Sound,Conceptive Worksheet,5,"When a stretched membrane is beaten.  It starts __i__.  This phenomenon is used to make a __ii___
The information in which alternative completes the given statements?",,,,,x,,,
6,Sound,Chapter - 6 - Sound,Conceptive Worksheet,6,Which of the following actions is not related to the production of sound by humans?,The forcing out of air by the lungs through the windpipe,The expansion of the lungs in order to fill air,The loosening of the vocal cord,The vibration of the vocal cord,,,,
6,Sound,Chapter - 6 - Sound,Conceptive Worksheet,7,"Justin and his friend Daniel stand at the two ends of a large empty hall.  Justin makes a sound with a tuning fork by hitting the wall at his end.  His frined Daniel puts his ear against the wall at the other end.  He hears two sounds at an interval.
Daniel hears two sounds because",Justin makes two sounds,a tuning fork has two vibrating arms,Sound breaks into two perpendicular components,Sound travels at different speeds through air and wall.,,,,
6,Sound,Chapter - 6 - Sound,Conceptive Worksheet,8,"Two fishing boats are at mid sea.  One of the boats sends two sound signals (to the other boat) at the same time; one through air and the other through water.
The second boat will receive",the sound signal sent through water first,the second signal sent through air first,only the second signal sent through air,Both the sounds singals at same time,,,,
6,Sound,Chapter - 6 - Sound,Conceptive Worksheet,9,Sound waves cannot travel through,Wood,Glass,Gasoline,Vacuum,,,,
6,Sound,Chapter - 6 - Sound,Conceptive Worksheet,10,"With reference to the human ear, exposure to excessive sound may damage is",Pina,Eardrum,Ear canal,Eustachian tube,,,,
6,Sound,8.  Noise pollution,Formative Worksheet,12,"Ivan shakes on end of rope attached to a wall.
This produces a wave motion in the rope.
He observes that the first peak of the wave reaches the wall in 5 seconds, and a total of 15 peaks are produced in the vibrating rope in 5 seconds.  The lenbgth of the rope is 3 meters.
What is the wavelength of the wave produced in the rope?",10 cm,15 cm,20 cm,25 cm,,,,
6,Sound,8.  Noise pollution,Formative Worksheet,13,"Alex hits a tuning fork on a wall.  The fork begins to vibrate.  He connects a digital counter with it and records the number of complete vibrations.  His recordings are listed in the given table.
Time(s) Number of vibrations
1      256
5      1280
15    3840",25,,,,,,,
6,Sound,8.  Noise pollution,Formative Worksheet,14,What is the time period of a pendulum if its bob oscillates 100 times in two seconds?,0.01 s,0.02 s,0.1 s,0.2 s,,,,
6,Sound,8.  Noise pollution,Formative Worksheet,15,"Eric throws a stone in a river.  The stone travels a distance that is 100 m away from the river bank.  He observes that the first wave comes to the bank 2 seconds after the stone touches the water surface.  He counts that a total of 20 waves are created in 2 seconds.
What is the distance between two consecutive waves?",2 m,5 m,20 m,50 m,,,,
6,Sound,8.  Noise pollution,Formative Worksheet,16,The maximum displacement of a sound wave on either side of the mean position of its vibration is the measure of its,amplitude,frequency,period,speed,,,,
6,Sound,8.  Noise pollution,Formative Worksheet,17,The intensity of sound waves is measured in ,Hertz,Joules,Meters,Decibel,,,,
6,Sound,8.  Noise pollution,Formative Worksheet,18,"The famous band of Bectles has used an ultrasonic whistle in one of their songs.  The sound produced by the whistle cannot be heard by human, but it can be heard by dogs.
From the given information, it can be inferred that the sound produced by the whistle may have a frequency, which",is less than 5 Hz,is less than 80 Hz,lies between 20 kHz to 25 kHz,lies between 20 kHz to 20 kHz,,,,
6,Sound,8.  Noise pollution,Formative Worksheet,19,"Humans cannot hear all the sounds produced in their surroundings.  The sounds whose frquencies fall in the audible range can only be heard by humans.  The lower limit of the audible range for human ears is 20 Hz and the upper limit is a<sup>x</sup> 10<sup>b</sup>Hz..
What are the respective values of a and b?",1 and 2 ,2 and 4,3 and 2,1 and 3,,,,
6,Sound,8.  Noise pollution,Formative Worksheet,20,"I.  The amplitude determines the pitch of the sound.
II.  For human ears, the audible range is 20 Hz to 20,000 Hz.
III.  Sound can travel through water.
Among the given statements only",I is correct,III is correct,I and II are correct,II and III are correct,,,,
6,Sound,8.  Noise pollution,Formative Worksheet,21,"Objects that produce sound :
I.    Fire crackers
II.   Siren
III.  Mouth organ
IV.  Fire alarm
V.  Factory machines
Which of the given objects does not produce sound that is harmful to the human ear?",I,II ,III ,V,,,,
6,Sound,8.  Noise pollution,Formative Worksheet,22,"Now a days, government and local bodies are taking initiatives in roadside plantation.  This helps in ",reducing noise pollution,reducing traffic congestion,increasing the durability of roads,increasing the visibility of drivers,,,,
6,Sound,8.  Noise pollution,Conceptive Worksheet,11,Which of the following sound waves produces the loudest sound?,,,,,x,,,
6,Sound,8.  Noise pollution,Conceptive Worksheet,12,"With reference to sound, the number of to and fro motions of a membrane in per unit time is expressed in the unit of ",angstrom,second ,Meters,hertz,,,,
6,Sound,8.  Noise pollution,Conceptive Worksheet,13,"Julie hears the ringing of a bell at a nearly church.  She hears the bell ring 24 times in one minute.
The ringing frequency of the bell is",0.2 Hz,0.3 Hz,0.4 Hz,0.5 Hz,,,,
6,Sound,8.  Noise pollution,Conceptive Worksheet,14,A membrane is vibrating at a rate of 20 oscillations in two seconds.  The sound produced by the membrane is,Loud,Shrill,of good quality,out of the audible range,,,,
6,Sound,8.  Noise pollution,Conceptive Worksheet,15,The loudness of a sound is determined by,the amplitude of the vibrations of the sound,how fast the source is moving to and from,the size of the source of the sound,how it is reflected from a surface,,,,
6,Sound,8.  Noise pollution,Conceptive Worksheet,16,"Cruz is standing in a pond.  He throws a stone in the pond at some distance away from him.  A wave is produced on the water surface.  He observes that 30 peaks reach him in 5 seconds..
What is the frequency of the produced wave?",5 Hz,6 Hz,30 Hz,150 Hz,,,,
6,Sound,8.  Noise pollution,Conceptive Worksheet,17,The bob of a simple pendulum is oscillating with a frequency of 25 Hz. How much time will the pendulum take to make 100 oscillations ?,1 s,2 s,4 s,6 s,,,,
6,Sound,8.  Noise pollution,Conceptive Worksheet,18,Which of the following frequencies of sound is not heard by humans?,18 Hz,180 Hz,1800 Hz,18000 Hz,,,,
6,Sound,8.  Noise pollution,Conceptive Worksheet,19,High noise levels can injure the ear drum and cause deafness.  Which of the following devices can lead to the production of light noise?,Fan,Alram Clock,Washing machine,Leaf-blowing machine,,,,
6,Sound,8.  Noise pollution,Conceptive Worksheet,20,Which of the following effects is unlikely to occur because of noise pollution?,Loss of hearing,Breathing problem,Sleeping disorder,High bloob pressure,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,1,"Choose the correct answer.
Sound can travel through",gases only,solids only,liquids only,"solids, liquids and gases.",,,,
6,Sound,8.  Noise pollution,Summative Worksheet,2,Which of the following voices is likely to have minimum frequency ?,Baby girl,Baby boy,A man,A woman,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,3,"In the following statements, tick 'T' against those which are true, and 'F' against those which are false.
a)  Sound cannot travel in vacuum
b)  The number of osicllations per second of vibrating object is called its time period.
c)  If the amplitude of vibration is large, sound is feeble.
d)  For human ears, the audible range is 20 Hz to 20,000 Hz.
e)  The lower the frequency of vibration, the higher is the pitch
f)  Unwanted or unpleasant sound is termed as music.
g)  Noise pollution may cause partial hearing impairment.",,,,,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,4,"Fill in the blanks with suitable words.
a)  Time aken by an object to complete on oscillation is called _________
b)  Loudness is determined by the ________ of vibration.
c)  The unit of frequency is __________
d)  Unwanted sound is called ____________
e)  Shrillness of a sound is determined by the ______ of vibration.",,,,,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,5,A pendulum oscillates 40 times in 4 seconds.  Find the time period and frequency.,,,,,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,6,The sound from a mosquito is produced when it vibrates its wings at an average rate of 500 vibrations per second.  What is the time period of the vibration?,,,,,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,7,"Identify the part which vibrates to produce sound in the following instruments
(a) Dholak  (b)  Sitar  (c) Flute",,,,,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,8,What is the difference between noise and music?  Can music become noise sometimes?,,,,,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,9,List sources of noise pollution in your surroundings.,,,,,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,10,Explain in what way noise pollution in harmful to humans.,,,,,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,11,Your parents are going to buy a house.  They have been offered one on the roadside and another three lanes away from the roadside. Which house would your suggest your parents should buy?  Explain your answer.,,,,,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,12,Sketch larynx and explain its function in your own words,,,,,,,,
6,Sound,8.  Noise pollution,Summative Worksheet,13,Lightning and thunder take place in the skey at the same time and at the same distance from us.  Lightning is seen earlier and thunder is heard later.  Can you explain?,,,,,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,1,"The gien figure shows a human ear with parts labelled as I, II, III and IV.
Which part of the ear vibrates with sound and sends these vibrations to the inner ear?",I,II,III,IV,x,,,
6,Sound,8.  Noise pollution,Hots Worksheet,2,"John places an alaram clock inside a box as shown in the given figure.  He then creates a vacuum inside the box.  When the alaram goes on, John does not hear the alarm sound.
John does not hear the alarm sound because",The wall of the box block the sound,Sound cannot travel through vacuum,There is no medium between John and the box,the inside wall of the box reflects the sound back,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,3,Which of the following statements about sound produces by human beings is incorrect?,Larynx produces sound,Larynx is also called voice box,Vocal cords are cords stretched across larynx,Windpipe modified the quality of voice produced by larynx,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,4,Which of the following statements is incorrect about human ear?,The inner ear send sound signals to the brain.  ,The outer ear collects sound from the surroundings,Vibrations present in sound waves help in vibration of eardrum,The eardrum vibrates to reproduce sound that goes to the brain.,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,5,Which part of a tabla vibrates to produce sound?,Wooden shell,Stretched membrane,Stretched side strings,Ring holding the strings,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,6,Which of the following acts cannot produce sound?,Striking a stretched metal cord,Beating a stretched membrane,Blowing a stretched membrane,Heating a stretched string.,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,7,"Hearing impairment is caused by either excessive noise or injury, disease, age, or by a combination of any of them. Many devices are used by the hearing impaired persons.  Ear-horn is one of them.
Ear-horn is a device that is used to ",cure any infection in ear,cancel the noise pollution,protect ear from external agents,amplify and enhance the hearing power,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,8,Jackhammer is an electric device that is used to drill on hard surface.  It produces unwanted sound that is very loud and irritating.  The person who works with a Jackhammer's Headphone.  What does the Jackhammer's Headphones do?,Prevents the worker from brain hemorrhage,Connects the worker with his manager,Absorbs and cancels the noise,Entertains the person,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,9,"In medical sciences, doctors use ultrasond devices to investigate and track the affected internal parts of the body that are not visible directly.  Th technique is called sonography.  These devices use sound to observe internal human parts and work at a frequency greater than 20 kHz.",inaudible,audible,louder,feeble,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,10,Jackhammer is an electric device that is mainly used to drilling on a hard surface.  In this process a large sourd is produced. The person who works with Jackhammer generally wears a 'protection with jackhammers' to avoid this.,,,,,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,11,"With reference to the given information, what does the 'protection with jackhammers' device do?",Protects ear from noise,Protects eye from dust,Protects from electric shock,Protects from wind and rain,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,12,"Humans are able to hear because of the vibration of a stretched thin memberane. This membrane is called eardrum.
If elastricity of the eardrum is loosened, then",If will vibrate rapidly,it will not vibrate properly,inaudible sound can be heard,Sound cannot be heard at all,,,,
6,Sound,8.  Noise pollution,Hots Worksheet,13,"Suraj and Pankaj are playing with a specially designed electric rod.  The rod is inserted through a glass vacuum sphere.  On switching the current, the rod can break and separate at poiunt O.  Suraj is tapping the rod at one end and Pankaj is able to hear a sound at the othe rend and the rod.  The situation is shown in the given figure.
After closing the switch, the rod breaks at O.  Pankaj will _i__ to hear the tapping because sound __ii__ travel __iii__.
Which alternaqtive gives the correct information to complete the given statement?",,,,,x,,,
6,Sound,8.  Noise pollution,Hots Worksheet,14,"There is a hollow glass partition in a room.  If divides the room in two compartments.  Two brothers X and Y are sitting in each compartment. An alaram clock, which is placed inside the glass partition, is producing sound, as shown in the given figure.  Both brothers are able to hear the sound.
All the air from within the glass partition is removed with the help of vacuum pump.
After evacuating the partition completely.",The alaram will produce a louder sound,Both will be unable to listen to the sound,Only X will be able to listen to the sound,the alaram will produce a high pitch sound,x,,,
